Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class,KMEANS-prediction,GMM-prediction,BisKMeans-prediction
DS,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,E,Aceptable,2,3,0
DS,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,E,Aceptable,2,1,0
DS,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,E,Bueno,0,0,1
DS,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,E,Bueno,2,1,0
DS,Puzzle,Warner Bros. Interactive Entertainment,1.06,0.29,0.0,0.11,1.46,E10+,Excelente,5,0,1
DS,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.15,E,Bueno,2,3,0
DS,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,E,Malo,2,3,0
DS,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,E10+,Aceptable,2,3,0
DS,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,E,Malo,2,3,0
DS,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,E,Bueno,2,3,0
DS,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13,E,Aceptable,2,3,0
DS,Racing,Electronic Arts,0.17,0.01,0.0,0.02,0.2,E,Aceptable,2,3,0
DS,Racing,Electronic Arts,0.21,0.13,0.0,0.04,0.38,E10+,Aceptable,2,0,0
DS,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,E,Malo,2,3,0
DS,Racing,Electronic Arts,0.25,0.29,0.0,0.07,0.61,E,Aceptable,0,0,0
DS,Racing,Focus Home Interactive,0.06,0.01,0.0,0.01,0.08,E,Bueno,2,3,0
DS,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,E,Aceptable,2,3,0
DS,Racing,Nintendo,1.09,0.03,0.0,0.09,1.22,E,Aceptable,0,0,1
DS,Racing,Nintendo,9.71,7.48,4.13,1.9,23.22,E,Excelente,1,4,5
DS,Racing,THQ,0.63,0.0,0.0,0.05,0.68,E,Aceptable,0,0,1
DS,Racing,THQ,0.85,0.04,0.0,0.07,0.97,E,Malo,0,0,1
DS,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,E,Aceptable,2,1,0
DS,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.59,E,Aceptable,0,0,0
DS,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01,T,Malo,2,1,0
DS,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,E10+,Aceptable,2,3,0
DS,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,T,Malo,2,3,0
DS,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,E10+,Excelente,2,1,0
DS,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,T,Excelente,2,1,0
DS,Role-Playing,Atlus,0.13,0.0,0.14,0.01,0.28,M,Excelente,2,1,0
DS,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,E10+,Bueno,2,1,0
DS,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,E,Aceptable,2,3,0
DS,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,E10+,Malo,2,3,0
DS,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,T,Malo,2,1,0
DS,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,E,Malo,2,3,0
DS,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,E10+,Malo,2,1,0
DS,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,E10+,Aceptable,2,1,0
DS,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,E,Aceptable,2,1,0
DS,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,E10+,Aceptable,2,6,0
DS,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,E10+,Excelente,2,1,0
DS,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,E,Malo,2,1,0
DS,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,E10+,Aceptable,2,1,0
DS,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.2,E,Malo,2,3,0
DS,Role-Playing,Nintendo,0.0,0.13,0.38,0.02,0.53,E,Bueno,2,6,0
DS,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,E10+,Aceptable,2,6,0
DS,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,T,Bueno,2,1,0
DS,Role-Playing,Nintendo,0.2,0.15,1.35,0.03,1.74,T,Bueno,5,6,1
DS,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,E,Aceptable,0,6,0
DS,Role-Playing,Nintendo,0.57,0.43,0.44,0.12,1.56,E,Malo,5,6,1
DS,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,E10+,Excelente,3,4,3
DS,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,E,Aceptable,0,0,1
DS,Role-Playing,Nintendo,0.94,0.54,0.62,0.18,2.28,E,Aceptable,5,6,2
DS,Role-Playing,Nintendo,1.15,0.04,0.83,0.0,2.02,E,Aceptable,5,7,2
DS,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,2.15,E,Aceptable,5,4,2
DS,Role-Playing,Nintendo,2.76,1.72,2.69,0.54,7.72,E,Excelente,7,4,3
DS,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.05,E,Aceptable,2,3,0
DS,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,E10+,Malo,2,1,0
DS,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,E,Malo,2,3,0
DS,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09,T,Malo,2,1,0
DS,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,E10+,Bueno,2,1,0
DS,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,E10+,Malo,2,3,0
DS,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,E10+,Bueno,2,1,0
DS,Role-Playing,Rising Star Games,0.2,0.0,0.0,0.02,0.22,T,Bueno,2,3,0
DS,Role-Playing,Rising Star Games,0.26,0.03,0.1,0.02,0.4,E,Bueno,2,1,0
DS,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,E,Bueno,2,1,0
DS,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,T,Bueno,2,1,0
DS,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,T,Aceptable,2,1,0
DS,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,T,Malo,2,1,0
DS,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,E,Bueno,0,5,1
DS,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,1.41,E,Bueno,0,6,1
DS,Role-Playing,Square Enix,0.11,0.0,0.03,0.01,0.15,E10+,Excelente,2,1,0
DS,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,T,Excelente,2,1,0
DS,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,E10+,Excelente,0,6,1
DS,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,E10+,Bueno,0,6,0
DS,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,0.42,T,Bueno,2,1,0
DS,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,E10+,Bueno,0,1,0
DS,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,E10+,Bueno,5,7,1
DS,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,E10+,Excelente,0,6,1
DS,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,E10+,Excelente,0,6,1
DS,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,E10+,Excelente,0,6,1
DS,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,E10+,Bueno,5,6,2
DS,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,E10+,Bueno,5,6,2
DS,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,E10+,Aceptable,2,3,0
DS,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.08,T,Bueno,2,1,0
DS,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,E10+,Aceptable,2,3,0
DS,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,T,Aceptable,2,3,0
DS,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,E10+,Aceptable,2,3,0
DS,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,E,Aceptable,2,1,0
DS,Shooter,Activision,0.5,0.04,0.0,0.04,0.58,T,Bueno,0,0,0
DS,Shooter,Activision,0.56,0.25,0.0,0.08,0.89,T,Bueno,0,0,1
DS,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,T,Bueno,0,5,1
DS,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,E,Bueno,2,3,0
DS,Shooter,D3Publisher,0.07,0.0,0.0,0.01,0.08,E10+,Excelente,2,3,0
DS,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,T,Aceptable,2,3,0
DS,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,T,Bueno,2,3,0
DS,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,T,Malo,2,3,0
DS,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,M,Malo,2,3,0
DS,Shooter,LucasArts,0.42,0.03,0.0,0.04,0.49,E10+,Aceptable,2,0,0
DS,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,E,Bueno,2,3,0
DS,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,T,Excelente,0,6,1
DS,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.01,E,Malo,2,3,0
DS,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,M,Bueno,2,3,0
DS,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,T,Bueno,2,3,0
DS,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,E,Aceptable,3,2,2
DS,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.05,E,Aceptable,2,3,0
DS,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,E,Bueno,2,1,0
DS,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.19,E,Malo,2,3,0
DS,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,E,Aceptable,2,0,0
DS,Simulation,Electronic Arts,0.29,0.02,0.0,0.03,0.34,E,Aceptable,2,0,0
DS,Simulation,Electronic Arts,0.31,0.3,0.0,0.07,0.69,E,Malo,0,0,1
DS,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,0.6,E,Aceptable,0,6,0
DS,Simulation,Electronic Arts,0.38,0.22,0.0,0.06,0.67,E,Bueno,0,0,1
DS,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,E,Aceptable,0,0,1
DS,Simulation,Electronic Arts,0.92,0.93,0.0,0.22,2.07,E,Malo,5,5,2
DS,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,E,Aceptable,3,2,2
DS,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,E,Aceptable,0,0,1
DS,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.01,T,Aceptable,2,3,0
DS,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,E,Malo,2,3,0
DS,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,E,Malo,2,3,0
DS,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,T,Aceptable,2,3,0
DS,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,E,Malo,2,3,0
DS,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,E10+,Malo,2,3,0
DS,Simulation,Natsume,0.26,0.05,0.22,0.03,0.56,E,Aceptable,2,1,0
DS,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,E,Excelente,2,3,0
DS,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,T,Excelente,2,1,0
DS,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,E,Aceptable,0,6,1
DS,Simulation,THQ,0.18,0.35,0.0,0.02,0.55,E,Aceptable,0,0,0
DS,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.08,T,Malo,2,3,0
DS,Sports,Activision,0.19,0.0,0.0,0.02,0.21,E,Excelente,2,3,0
DS,Sports,Activision,0.2,0.0,0.0,0.02,0.22,E,Bueno,2,3,0
DS,Sports,Activision,0.2,0.01,0.0,0.02,0.23,E10+,Bueno,2,3,0
DS,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,E,Excelente,2,3,0
DS,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,E,Aceptable,2,3,0
DS,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,E,Aceptable,2,3,0
DS,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.17,E,Bueno,2,3,0
DS,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,E,Aceptable,2,3,0
DS,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,E,Aceptable,2,0,0
DS,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,E,Aceptable,2,1,0
DS,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,E,Malo,2,3,0
DS,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,E,Aceptable,2,1,0
DS,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,E,Aceptable,5,6,1
DS,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,E,Aceptable,2,3,0
DS,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,T,Bueno,2,3,0
DS,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,E,Malo,2,3,0
DS,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,E,Aceptable,2,3,0
DS,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28,E,Malo,2,0,0
DS,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,E,Aceptable,0,0,1
DS,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,T,Malo,2,3,0
DS,Strategy,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,E10+,Malo,2,3,0
DS,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,E,Malo,2,3,0
DS,Strategy,Mastertronic,0.9,0.12,0.0,0.08,1.1,E10+,Excelente,0,0,1
DS,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,E10+,Malo,2,3,0
DS,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,E10+,Malo,2,3,0
DS,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07,E10+,Malo,2,3,0
DS,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,E,Excelente,2,1,0
DS,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,E,Excelente,2,3,0
DS,Strategy,THQ,0.05,0.01,0.0,0.01,0.06,T,Malo,2,3,0
DS,Strategy,THQ,0.07,0.24,0.0,0.04,0.35,E10+,Excelente,2,0,0
DS,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,E10+,Bueno,2,3,0
DS,Strategy,THQ,0.18,0.02,0.0,0.02,0.22,E10+,Excelente,2,3,0
DS,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,E10+,Excelente,2,6,0
DS,Strategy,Tecmo Koei,0.07,0.0,0.0,0.01,0.07,E10+,Bueno,2,3,0
DS,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,E,Aceptable,2,3,0
DS,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,T,Aceptable,2,3,0
DS,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,E10+,Aceptable,2,3,0
DS,Strategy,Warner Bros. Interactive Entertainment,0.78,0.37,0.0,0.12,1.27,E,Aceptable,0,0,1
GBA,Action,Activision,0.01,0.0,0.0,0.0,0.01,T,Aceptable,2,3,0
GBA,Action,Activision,0.05,0.02,0.0,0.0,0.07,E10+,Malo,2,3,0
GBA,Action,Activision,0.07,0.03,0.0,0.0,0.1,T,Malo,2,3,0
GBA,Action,Activision,0.08,0.03,0.0,0.0,0.11,E,Malo,2,3,0
GBA,Action,Activision,0.22,0.08,0.0,0.01,0.3,E10+,Aceptable,2,0,0
GBA,Action,Activision,0.43,0.16,0.0,0.01,0.61,E,Excelente,0,0,0
GBA,Action,Activision,0.49,0.18,0.0,0.01,0.68,E,Aceptable,0,0,1
GBA,Action,Activision,0.76,0.28,0.0,0.02,1.06,E,Aceptable,0,0,1
GBA,Action,Atari,0.15,0.05,0.0,0.0,0.2,E,Malo,2,3,0
GBA,Action,Atari,0.2,0.08,0.0,0.01,0.28,E10+,Aceptable,2,0,0
GBA,Action,Atlus,0.0,0.0,0.0,0.0,0.01,E,Aceptable,2,3,0
GBA,Action,Atlus,0.05,0.02,0.0,0.0,0.07,T,Bueno,2,3,0
GBA,Action,Disney Interactive Studios,0.48,0.18,0.0,0.01,0.67,E,Aceptable,0,0,1
GBA,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,E,Malo,0,0,1
GBA,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17,E10+,Aceptable,2,3,0
GBA,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,E,Aceptable,0,0,0
GBA,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,T,Bueno,0,0,0
GBA,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,E,Bueno,0,0,0
GBA,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,E,Bueno,5,5,2
GBA,Action,Konami Digital Entertainment,0.67,0.25,0.0,0.02,0.93,E,Bueno,0,0,1
GBA,Action,LucasArts,0.06,0.02,0.0,0.0,0.09,E,Malo,2,3,0
GBA,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,E10+,Bueno,2,3,0
GBA,Action,Nintendo,0.26,0.1,0.0,0.01,0.36,E,Bueno,2,0,0
GBA,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,E,Excelente,5,6,1
GBA,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,E,Excelente,5,7,2
GBA,Action,Sega,0.02,0.01,0.0,0.0,0.03,E,Bueno,2,3,0
GBA,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,E,Bueno,0,0,1
GBA,Action,THQ,0.07,0.02,0.0,0.0,0.09,T,Aceptable,2,3,0
GBA,Action,THQ,0.15,0.05,0.0,0.0,0.21,E,Malo,2,3,0
GBA,Action,THQ,0.25,0.09,0.0,0.01,0.35,E,Malo,2,0,0
GBA,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,M,Aceptable,2,0,0
GBA,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,E10+,Aceptable,2,0,0
GBA,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,T,Aceptable,2,3,0
GBA,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,T,Bueno,2,3,0
GBA,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,E,Aceptable,2,3,0
GBA,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,T,Aceptable,2,3,0
GBA,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,T,Bueno,2,3,0
GBA,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72,E10+,Bueno,0,0,1
GBA,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,T,Excelente,2,3,0
GBA,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,E,Malo,0,0,1
GBA,Adventure,Global Star,0.22,0.08,0.0,0.01,0.3,E,Malo,2,0,0
GBA,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,E,Malo,2,6,0
GBA,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,E,Bueno,0,6,1
GBA,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,E,Excelente,0,6,1
GBA,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,E,Excelente,0,0,1
GBA,Adventure,THQ,0.06,0.02,0.0,0.0,0.09,E,Aceptable,2,3,0
GBA,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,E,Malo,2,3,0
GBA,Fighting,Atari,0.36,0.13,0.0,0.01,0.51,T,Bueno,0,0,0
GBA,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,T,Malo,0,0,1
GBA,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,M,Bueno,2,3,0
GBA,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,M,Excelente,2,3,0
GBA,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,T,Aceptable,2,3,0
GBA,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,E,Bueno,2,0,0
GBA,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,E,Excelente,2,1,0
GBA,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,T,Excelente,2,0,0
GBA,Misc,Atari,0.01,0.0,0.0,0.0,0.02,E,Malo,2,3,0
GBA,Misc,Atari,0.21,0.08,0.0,0.01,0.29,E,Aceptable,2,0,0
GBA,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,E,Malo,2,3,0
GBA,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,E,Aceptable,2,0,0
GBA,Misc,Nintendo,0.5,0.18,0.0,0.01,0.69,E,Aceptable,0,0,1
GBA,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,E,Malo,0,6,1
GBA,Misc,THQ,0.15,0.06,0.0,0.0,0.22,E,Malo,2,3,0
GBA,Misc,THQ,0.24,0.09,0.0,0.01,0.33,E,Malo,2,0,0
GBA,Misc,Telegames,0.06,0.02,0.0,0.0,0.08,E,Excelente,2,3,0
GBA,Platform,Activision,0.14,0.05,0.0,0.0,0.2,E,Bueno,2,3,0
GBA,Platform,Activision,0.3,0.11,0.0,0.01,0.42,E,Bueno,2,0,0
GBA,Platform,Atari,0.02,0.01,0.0,0.0,0.03,E,Malo,2,3,0
GBA,Platform,Atari,0.03,0.01,0.0,0.0,0.04,E,Malo,2,3,0
GBA,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,E,Bueno,2,3,0
GBA,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,E,Bueno,2,0,0
GBA,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,E,Excelente,2,1,0
GBA,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,E,Excelente,2,6,0
GBA,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,E10+,Bueno,2,3,0
GBA,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33,E,Aceptable,2,0,0
GBA,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46,E,Bueno,2,0,0
GBA,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,T,Excelente,2,3,0
GBA,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,T,Excelente,2,1,0
GBA,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,T,Excelente,2,0,0
GBA,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,T,Excelente,0,6,1
GBA,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,E,Bueno,2,3,0
GBA,Platform,Nintendo,0.0,0.0,1.39,0.03,1.43,E,Excelente,0,6,1
GBA,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,E,Aceptable,2,0,0
GBA,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,E,Bueno,2,1,0
GBA,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,E,Aceptable,0,6,0
GBA,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,E,Excelente,0,6,1
GBA,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,E,Excelente,5,7,2
GBA,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,E,Bueno,5,6,2
GBA,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,E,Excelente,5,7,2
GBA,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,E,Excelente,3,7,3
GBA,Platform,Sega,0.93,0.59,0.21,0.07,1.8,E,Excelente,5,7,1
GBA,Platform,Sega,1.19,0.71,0.22,0.13,2.24,E,Excelente,5,6,2
GBA,Platform,THQ,0.02,0.01,0.0,0.0,0.03,E,Bueno,2,3,0
GBA,Platform,THQ,0.04,0.02,0.0,0.0,0.06,E,Malo,2,3,0
GBA,Platform,THQ,0.24,0.09,0.0,0.01,0.33,E,Bueno,2,0,0
GBA,Platform,THQ,0.37,0.14,0.0,0.01,0.51,E,Aceptable,0,0,0
GBA,Platform,THQ,0.39,0.15,0.0,0.01,0.55,E,Bueno,0,0,0
GBA,Platform,THQ,0.74,0.52,0.08,0.06,1.4,E,Bueno,0,6,1
GBA,Platform,THQ,0.92,0.23,0.0,0.04,1.19,E,Bueno,0,0,1
GBA,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5,E,Excelente,2,0,0
GBA,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,E,Bueno,5,5,1
GBA,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,E,Malo,2,3,0
GBA,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,E,Aceptable,2,3,0
GBA,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,E,Aceptable,0,0,1
GBA,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,E,Bueno,0,5,1
GBA,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,E,Bueno,5,5,1
GBA,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,E,Bueno,5,5,2
GBA,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72,E,Excelente,0,0,1
GBA,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,E,Bueno,3,5,2
GBA,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,E,Bueno,2,1,0
GBA,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,E,Aceptable,0,6,0
GBA,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,E,Excelente,0,6,1
GBA,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,E,Excelente,2,3,0
GBA,Racing,Electronic Arts,0.21,0.08,0.0,0.01,0.29,E,Bueno,2,0,0
GBA,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43,E,Bueno,2,0,0
GBA,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,E,Bueno,2,3,0
GBA,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,E,Excelente,0,6,1
GBA,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01,E,Malo,2,3,0
GBA,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48,E,Malo,2,0,0
GBA,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3,E,Malo,2,0,0
GBA,Racing,THQ,0.07,0.03,0.0,0.0,0.1,E,Aceptable,2,3,0
GBA,Racing,THQ,0.21,0.08,0.0,0.01,0.3,E,Malo,2,0,0
